-0.0001012	5.988e-05
-8.5668e-05	7.9375e-05
-7.2349e-05	9.1288e-05
-5.5577e-05	0.00010184
-3.1099e-05	0.00010975
-8.4366e-06	0.00010957
8.2045e-06	0.00010449
2.6594e-05	9.8733e-05
4.7202e-05	8.8348e-05
5.7995e-05	7.0897e-05
5.6449e-05	5.431e-05
5.9366e-05	4.3101e-05
6.2752e-05	3.0867e-05
5.6163e-05	2.0857e-05
4.3443e-05	1.6137e-05
4.0104e-05	1.4983e-05
4.2105e-05	1.1056e-05
3.8508e-05	1.1414e-05
3.1679e-05	1.3368e-05
2.9123e-05	1.2582e-05
3.3674e-05	1.2316e-05
3.9532e-05	1.5178e-05
3.9188e-05	1.6186e-05
3.7905e-05	1.3613e-05
4.2538e-05	1.0763e-05
5.0658e-05	1.1669e-05
5.4305e-05	1.0107e-05
5.4269e-05	2.0391e-06
5.5804e-05	-8.3671e-06
5.8856e-05	-1.5472e-05
5.5968e-05	-1.9789e-05
4.7673e-05	-2.7321e-05
3.9375e-05	-3.3401e-05
3.6877e-05	-3.3018e-05
3.5113e-05	-3.2343e-05
2.6865e-05	-3.2945e-05
2.159e-05	-3.054e-05
2.6687e-05	-2.6076e-05
3.4316e-05	-2.6205e-05
3.4916e-05	-3.2835e-05
3.4477e-05	-4.1296e-05
3.8516e-05	-5.0326e-05
3.8853e-05	-6.0169e-05
2.8565e-05	-7.0204e-05
1.6865e-05	-8.1608e-05
8.9718e-06	-9.2595e-05
1.1584e-06	-9.9163e-05
-1.5645e-05	-0.0001025
-3.6035e-05	-0.00010675
-5.1572e-05	-0.00011373
-6.5156e-05	-0.00011578
-8.4751e-05	-0.00010824
-0.00011006	-9.6813e-05
-0.00013535	-8.5533e-05
-0.00015144	-7.1663e-05
-0.00015894	-4.6417e-05
-0.00016559	-1.9141e-05
-0.00017058	3.6401e-06
-0.0001722	2.4839e-05
-0.0001682	4.5811e-05
-0.00015984	6.8223e-05
-0.00014764	9.2791e-05
-0.00013321	0.00011405
-0.00011015	0.00013093
-8.36e-05	0.00014417
-5.4414e-05	0.00015579
-1.7922e-05	0.00015593
1.7348e-05	0.00014003
4.2547e-05	0.0001161
6.1004e-05	9.0353e-05
7.2334e-05	6.1537e-05
7.984e-05	-1.8966e-05
4.5658e-05	-5.4388e-05
1.0797e-05	-6.2083e-05
-1.8333e-05	-5.3548e-05
-3.3766e-05	-3.3964e-05
-3.4014e-05	-2.3372e-05
-3.9611e-05	-1.2194e-05
-4.75e-05	1.8028e-06
-5.1137e-05	2.2491e-05
-5.2057e-05	4.1419e-05
-5.1091e-05	6.1412e-05
-4.6459e-05	7.5936e-05
-3.6571e-05	8.6072e-05
-2.2925e-05	9.7318e-05
-6.4187e-06	0.00010743
4.6724e-06	0.00010738
1.0345e-05	0.00010323
1.5646e-05	0.00010353
1.9819e-05	0.0001113
1.6983e-05	0.00012533
1.4267e-05	0.00014817
2.6977e-05	0.0001771
5.8936e-05	0.00020889
9.9556e-05	0.00025898
0.0001589	0.00031164
0.00024042	0.00034426
0.00033429	0.00033978
0.00045609	0.00035137
0.00060209	0.00035939
0.00074098	0.00032841
0.00086251	0.00026063
0.00099828	0.00017713
0.0011209	6.3058e-05
0.0011706	-7.6551e-05
0.001103	-0.00020379
0.00097726	-0.00030453
0.00085361	-0.00038494
0.00072506	-0.00043022
0.00056642	-0.00041212
0.00042666	-0.00038054
0.00033521	-0.00036109
0.00027506	-0.00034488
0.00022785	-0.00032324
0.00017834	-0.00027373
0.0001488	-0.00024504
0.00013487	-0.00024991
0.00011818	-0.00026251
9.3173e-05	-0.00025938
6.5008e-05	-0.00024811
3.1355e-05	-0.0002582
-8.4126e-06	-0.00026649
-4.8761e-05	-0.00025546
-8.4408e-05	-0.00022498
-0.00012066	-0.00019811
-0.00015574	-0.00017207
-0.00017964	-0.00013477
-0.00018822	-8.4028e-05
-0.00018295	-3.1206e-05
-0.00016801	1.3094e-05
-0.00014474	4.7412e-05
-0.00011153	7.3884e-05
-6.995e-05	9.0057e-05
-3.3085e-05	9.1623e-05
-6.4583e-06	8.3176e-05
2.5734e-05	6.5757e-05
4.7938e-05	4.0033e-05
5.4594e-05	1.7211e-05
5.1551e-05	-2.951e-06
4.4038e-05	-2.0606e-05
3.325e-05	-3.6497e-05
1.8643e-05	-4.7544e-05
-2.415e-06	-5.1597e-05
-1.9413e-05	-5.1026e-05
-3.4637e-05	-4.9444e-05
-4.847e-05	-4.2841e-05
-5.9754e-05	-2.968e-05
-6.7626e-05	-1.5222e-05
-7.2472e-05	-2.7755e-06
